fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220920 014711	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	246	TRUE	999983	0.0393462477819156	0.530745533365128	3188	16	0.0216365626289314	25788000	85
20220920 014808	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	475	TRUE	999983	0.0381665946539049	0.488858779514418	2942	10	0.021017076461392	25892000	86
20220920 014853	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	314	TRUE	999983	0.0335023664953746	0.494469057461084	3191	12	0.0240549889100785	25346000	87
20220920 014938	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	304	TRUE	999983	0.0318830390148167	0.514055506648682	2937	12	0.0247188687451091	25560000	88
20220920 015026	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	310	TRUE	999983	0.0381886524575693	0.523409703446901	3105	17	0.0244544278511223	25906000	89
20220920 015058	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	180	TRUE	999983	0.0362908413746161	0.528257054832485	2958	10	0.020382312512903	25506000	90
20220920 015140	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	236	TRUE	999983	0.0367870357042225	0.527956113937125	2982	18	0.0195246767764674	25778000	91
20220920 015222	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	274	TRUE	999983	0.0391739831884927	0.498449830669328	3004	18	0.0199331405955013	25618000	92
20220920 015256	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	134	TRUE	999983	0.0300119509252743	0.495504307194147	2909	15	0.024649090059448	25030000	93
20220920 015342	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	265	TRUE	999983	0.0319872727099364	0.489995765172201	3072	17	0.0240944616567041	25434000	94
20220920 015414	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	119	TRUE	999983	0.0396488034148188	0.503183759988239	2965	16	0.0204883603239665	25110000	95
20220920 015527	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	593	TRUE	999983	0.0320173988032411	0.517443459130032	3104	18	0.0247802003250378	26488000	96
20220920 015609	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	255	TRUE	999983	0.0314499120243406	0.539148997458629	3172	12	0.0228562163179824	25690000	97
20220920 015709	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	484	TRUE	999983	0.0301274579952541	0.451505694450089	3060	10	0.0198673316375692	25260000	98
20220920 015808	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	497	TRUE	999983	0.0316491799571714	0.523254939398752	2928	10	0.0228481281013214	25844000	99
20220920 015841	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	162	TRUE	999983	0.0369737752324552	0.470537241923879	3093	14	0.0232760052875215	25638000	100
20220920 015941	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	462	TRUE	999983	0.0343671637966856	0.456064942828566	2940	16	0.0202745031411983	25636000	101
