fecha	gamma	alpha	lambda	subsample	tree_method	grow_policy	max_bin	max_leaves	scale_pos_weight	eta	colsample_bytree	min_child_weight	max_depth	prob_corte	nrounds	ganancia	iteracion
20220918 064009	0	0	0	1	auto	depthwise	256	0	1	0.0962912061698186	0.999950415590066	8	2	0.0223567096574519	268	26306000	56
20220918 075641	0	0	0	1	auto	depthwise	256	0	1	0.0101132218734298	0.999999434948014	9	15	0.0175724068793931	563	25860000	57
20220918 083937	0	0	0	1	auto	depthwise	256	0	1	0.0160218182968712	0.999939229783073	9	2	0.0193972432918983	2738	26632000	58
20220918 084507	0	0	0	1	auto	depthwise	256	0	1	0.0773368345724245	0.972122717489466	9	2	0.0308527643200483	281	25564000	59
20220918 090427	0	0	0	1	auto	depthwise	256	0	1	0.0100310401067171	0.211187427279006	6	21	0.0310950056894837	282	23958000	60
20220918 090741	0	0	0	1	auto	depthwise	256	0	1	0.299991704473393	0.401601607243915	10	30	0.012526415008278	21	22048000	61
20220918 091111	0	0	0	1	auto	depthwise	256	0	1	0.0753976083593133	0.360121057004703	5	2	0.0215007644549468	389	26332000	62
20220918 095148	0	0	0	1	auto	depthwise	256	0	1	0.0104128019259114	0.442610558704476	10	23	0.0187383676044818	517	25862000	63
20220918 105200	0	0	0	1	auto	depthwise	256	0	1	0.010138585523454	0.924656546595966	5	9	0.0196013704529761	641	25116000	64
20220918 110345	0	0	0	1	auto	depthwise	256	0	1	0.0367036661240648	0.999487506498146	2	2	0.0210314519214539	639	26064000	65
20220918 110952	0	0	0	1	auto	depthwise	256	0	1	0.0311874436055103	0.373851083353339	5	2	0.0275135213557313	655	25704000	66
20220918 112435	0	0	0	1	auto	depthwise	256	0	1	0.0105692714375247	0.211621310800818	2	2	0.0221885373919964	2396	26266000	67
20220918 113210	0	0	0	1	auto	depthwise	256	0	1	0.0841040544159843	0.99899374215702	5	2	0.0185006722041474	426	26238000	68
20220918 120239	0	0	0	1	auto	depthwise	256	0	1	0.0101107167394593	0.415623484763716	9	4	0.021173292581469	1796	26126000	69
20220918 132025	0	0	0	1	auto	depthwise	256	0	1	0.0100128557836321	0.999073827016696	10	30	0.0164146174869087	361	25360000	70
20220918 132147	0	0	0	1	auto	depthwise	256	0	1	0.299896102194527	0.350827728319714	5	2	0.0277091954070929	113	24200000	71
20220918 135525	0	0	0	1	auto	depthwise	256	0	1	0.0104246117133076	0.999172967977069	3	2	0.0306388205762778	1857	25880000	72
20220918 140932	0	0	0	1	auto	depthwise	256	0	1	0.0100363357047264	0.274282884661716	5	2	0.0199467053814678	1878	25760000	73
20220918 141443	0	0	0	1	auto	depthwise	256	0	1	0.296944927323646	0.950590287348015	10	19	0.0666167008073096	7	16866000	74
20220918 142335	0	0	0	1	auto	depthwise	256	0	1	0.0586512516248121	0.929755150936777	9	2	0.0222586897307339	540	26216000	75
20220918 142843	0	0	0	1	auto	depthwise	256	0	1	0.0865356722150203	0.37333542940144	10	30	0.0210017192274298	38	25196000	76
20220918 143127	0	0	0	1	auto	depthwise	256	0	1	0.273774705223195	0.999849534089598	10	2	0.0178686409475134	119	24638000	77
20220918 144244	0	0	0	1	auto	depthwise	256	0	1	0.0699618488872253	0.999782641008414	9	2	0.0207388211647757	687	27032000	78
20220918 144423	0	0	0	1	auto	depthwise	256	0	1	0.299844530945827	0.608852990277089	6	2	0.0181673651928579	90	24756000	79
20220918 151016	0	0	0	1	auto	depthwise	256	0	1	0.0100081903602092	0.347181686715352	4	11	0.0217297812881518	422	25792000	80
20220918 151345	0	0	0	1	auto	depthwise	256	0	1	0.0775764956034325	0.580938493746445	5	2	0.0229951678050029	246	25824000	81
20220918 151711	0	0	0	1	auto	depthwise	256	0	1	0.0820417914659886	0.200162880509378	5	19	0.0211846245849363	38	24332000	82
20220918 152008	0	0	0	1	auto	depthwise	256	0	1	0.149581778957358	0.374494948894486	10	2	0.0218327595576472	327	26388000	83
20220918 152246	0	0	0	1	auto	depthwise	256	0	1	0.0989785854579361	0.381792173426373	10	2	0.0232147207374149	268	26150000	84
20220918 152501	0	0	0	1	auto	depthwise	256	0	1	0.167938069204474	0.373369563755507	5	2	0.0190171608665276	229	25980000	85
20220918 160810	0	0	0	1	auto	depthwise	256	0	1	0.010135475401232	0.593697932896534	10	30	0.0203628872167568	294	25754000	86

