fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220925 193027	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	109	TRUE	762101	0.202828416591394	0.712604912025854	5687	600	0.112242447651	27744000	1
20220925 193057	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	79	TRUE	762101	0.102761718171067	0.971972870538011	2641	298	0.154035481620097	25419000	2
20220925 193124	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	110	TRUE	762101	0.15515661708347	0.667135014412925	3494	770	0.163228385681314	25221000	3
20220925 193208	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	92	TRUE	762101	0.143730547173182	0.306462799925357	3707	233	0.211496862026734	22385000	4
20220925 193223	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	41	TRUE	762101	0.230885914529441	0.625609709033742	5475	471	0.116402571223163	27130000	5
20220925 193401	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	196	TRUE	762101	0.0659313225994119	0.462700406387448	1820	432	0.222906979958033	22120000	6
20220925 193827	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	859	TRUE	762101	0.0447591780116782	0.425579199353233	4741	989	0.0588431732419805	26191000	7
20220925 193849	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	12	TRUE	762101	0.28513642925513	0.550504803424701	686	554	0.0968857828551533	26650000	8
20220925 193918	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	148	TRUE	762101	0.132672773521161	0.801244117151946	4997	408	0.186395858416224	24586000	9
20220925 193938	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	51	TRUE	762101	0.269733726171195	0.874992370568216	2956	773	0.0825997075779189	26079000	10
20220925 194000	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	47	TRUE	762101	0.218225389012252	0.793283153129742	2167	158	0.129801169513298	26758000	11
20220925 194059	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	81	TRUE	762101	0.0917336688338546	0.492405310207978	1454	832	0.139388725619149	27020000	12
